"121";"61589";"3";"1";"1";"-1";"";"";"";"";"";"100000";"1210";"bartova"
"422";"65094";"3";"1";"1";"7";"4";"Strukturální politika Evropské unie ve vztahu k zemědělství a venkovu.";"4";"";"422.pdf";"100001";"1342";"bechyne"
"442";"66982";"3";"1";"1";"7";"4";"Metodologie projektování podnikových portálů pro podporu E-komerce";"7";"4";"323.pdf";"100002";"1371";"brazda"
"450";"66514";"3";"1";"1";"9";"6";"Zavádění bezpečnostních opatření do sítí";"9";"6";"366.pdf";"100003";"1373";"nezdarova"
"477";"56654";"3";"1";"1";"9";"6";"Demokratický proces  na subnacionálních úrovních politického rozhodování";"9";"6";"477.pdf";"100004";"1363";"copik"
"479";"64328";"3";"1";"1";"8";"5";"ICT jako významný faktor konkurenceschopnosti";"9";"6";"320.pdf";"100005";"1097";"simek"
"482";"54301";"3";"2";"1";"9";"6";"Ekonomické a pedagogické aspekty řízení současného českého středního odborného školství v souvislosti se vstupem do EU.";"9";"6";"482.pdf";"100006";"1355";"porvichova"
"418";"53559";"3";"2";"1";"8";"5";"";"";"";"";"100007";"1382";"bilek"
"508";"61648";"3";"2";"1";"8";"5";"Adaptabilita organizací na změny vnějšího prostředí";"9";"6";"294.pdf";"100008";"1332";"masatova"
"510";"68048";"3";"1";"1";"7";"4";"Krizové řízení podniku";"9";"6";"295.pdf";"100009";"1331";"konigova"
"514";"53391";"3";"2";"1";"8";"5";"";"";"";"";"100010";"1370";"simekt"
"621";"65387";"2";"2";"1";"9";"4";"Problematika utváření pracovních týmu a jejich motivace";"10";"5";"621.pdf";"100011";"1655";"sulc"
"125";"62190";"3";"1";"1";"-1";"";"";"";"";"";"100012";"1174";"dvorakmartin"
"126";"62238";"3";"1";"1";"-1";"";"";"";"";"";"100013";"991";"jerzi"
"128";"62484";"3";"1";"1";"-1";"";"";"";"";"";"100014";"1175";"kejla"
"131";"63289";"3";"1";"1";"-1";"";"";"";"";"";"100015";"1226";"krskova"
"143";"56301";"3";"1";"1";"-1";"";"";"";"";"";"100016";"1179";"picka"
"144";"64727";"3";"1";"1";"-1";"";"";"";"";"";"100017";"1180";"prochazka"
"145";"64691";"3";"1";"1";"-1";"";"";"";"";"";"100018";"1137";"rous"
"154";"62034";"3";"1";"1";"-1";"";"";"";"";"";"100019";"1181";"brozs"
"158";"58613";"3";"1";"1";"-1";"";"";"";"";"";"100020";"1233";"kasparl"
"164";"64855";"3";"1";"1";"-1";"";"";"";"";"";"100021";"1206";"letak"
"395";"68202";"3";"1";"1";"9";"6";"Podmínky konkurenceschopnosti výroby bionafty v České republice";"9";"6";"395.pdf";"100022";"1350";"vancurova"
"284";"59143";"3";"1";"1";"-1";"";"";"";"";"";"100023";"1281";"richter"
"315";"63146";"3";"1";"1";"9";"6";"Návrh a vývoj expertního systému a jeho použití v zemědělství";"9";"6";"315.pdf";"100024";"1746";"stinka"
"317";"67043";"3";"1";"1";"8";"5";"Portálová řešení a konkurenční výhoda";"9";"6";"317.pdf";"100025";"1096";"cermak"
"327";"62240";"3";"1";"1";"9";"6";"Návrh a ověření metod statistické analýzy pro podnikatelské a marketingové rozhodování na trhu s agrárními produkty";"9";"6";"327.pdf";"100026";"1384";"louda"
"330";"68576";"3";"1";"1";"9";"6";"Využití technik ""data mining"" v ekonomickém výzkumu";"9";"6";"330.pdf";"100027";"1385";"oborna"
"331";"64173";"3";"2";"1";"9";"6";"Analýza demografických údajů ve venkovském prostoru";"9";"6";"331.pdf";"100028";"1386";"petrickova"
"341";"65645";"3";"2";"1";"9";"6";"";"";"";"";"100030";"1349";"olehlova"
"633";"65232";"2";"2";"1";"11";"6";"Trh bioproduktů a biopotravin";"9";"4";"633.pdf";"100031";"1607";"curda"
"646";"67155";"2";"1";"1";"10";"5";"Metody k řešení tvorby a zajištění finančního portfolia rodiny";"11";"6";"646.pdf";"100032";"1243";"tyrpak"
"519";"61775";"3";"1";"1";"7";"4";"Občanská společnost a její vliv na regionální a sociální rozvoj - srovnání tří regionů (ČR, EU a Kanady)";"9";"6";"309.pdf";"100033";"1364";"hasova"
"700";"63059";"2";"1";"1";"11";"6";"Možnosti implementace značkovacího jazyka XML a jeho využití v jazyce Java při tvorbě dynamických internetových aplikací";"10";"5";"700.pdf";"100034";"993";"dvorakv"
"706";"69499";"2";"1";"1";"11";"6";"Vliv mobilních technologií na společnost";"11";"6";"706.pdf";"100035";"1643";"drasnar"
"707";"67737";"2";"1";"1";"11";"6";"Koncepce a implementace informačního systému na bázi www technologií";"11";"6";"707.pdf";"100036";"1230";"vasilenko"
"708";"66572";"2";"1";"1";"11";"6";"E-learning - možnosti a způsoby řešení při tvorbě výukových kurzů";"11";"6";"708.pdf";"100037";"1538";"pejsarova"
"729";"68395";"2";"1";"1";"9";"4";"Lidské zdroje v evropském prostoru";"11";"6";"729.pdf";"100038";"1617";"odehnalova"
"735";"54439";"2";"2";"1";"11";"6";"Komunikační kanály mezi divizemi, útvary a jednotlivými stupni řízení";"11";"6";"735.pdf";"100039";"1602";"kocmanova"
"736";"68305";"2";"1";"1";"11";"6";"Analýza vývojových trendů regionální zaměstnanosti";"11";"6";"736.pdf";"100040";"1671";"krbcova"
"737";"63685";"2";"1";"1";"11";"6";"";"";"";"";"100041";"1705";"jirakova"
"738";"64686";"2";"2";"1";"9";"4";"NÁVRH A OVĚŘENÍ STATISTICKÝCH METOD PRO ANALÝZU ZJIŠŤOVÁNÍ PIRÁTSKY VYROBENÝCH HUDEBNÍCH NOSIČŮ.";"9";"4";"738.pdf";"100042";"1615";"herman"
"742";"67232";"2";"1";"1";"11";"6";"Metody projektování internetových 
aplikací";"11";"6";"742.pdf";"100043";"1665";"zelenka"
"753";"52041";"2";"2";"1";"9";"4";"Vliv prvku komunikace na chování manazeru";"11";"6";"753.pdf";"100044";"106";"fiedler"
"754";"57200";"2";"2";"1";"11";"6";"";"";"";"";"100045";"1669";"stadnikf"
"755";"67473";"2";"1";"1";"11";"6";"Metody a nástroje pro tvorbu informačních systémů na Internetu";"11";"6";"755.pdf";"100046";"1715";"volrab"
"756";"58987";"2";"2";"1";"11";"6";"Aplikace neuronovych siti";"11";"6";"756.pdf";"100047";"1720";"tovarys"
"764";"67025";"2";"1";"1";"11";"6";"Principy LETS jako zdroj regionálního a sociálního rozvoje";"11";"6";"764.pdf";"100048";"1706";"zagata"
"448";"64945";"3";"1";"1";"9";"6";"Oblast realizace vybraných ekonomických modelů v síťové ekonomice";"9";"6";"319.pdf";"100049";"1374";"rain"
"505";"67095";"3";"1";"1";"9";"6";"";"";"";"";"100050";"1381";"necas"
"699";"65182";"2";"1";"1";"10";"5";"Komunikace s využitím ICT";"11";"6";"699.pdf";"100051";"1012";"lukin"
"701";"69071";"2";"1";"1";"11";"6";"Učící se organizace";"11";"6";"701.pdf";"100052";"1703";"bolcek"
"769";"66199";"2";"2";"1";"11";"6";"";"";"";"";"100053";"1717";"kristufkova"
"802";"59527";"2";"2";"1";"11";"6";"";"";"";"";"100054";"1684";"jarkovskap"
"823";"65250";"2";"1";"1";"11";"6";"Sociálně-statistické hodnocení diferenciace regionů v národním i mezinárodním pohledu";"11";"6";"823.pdf";"100055";"1672";"hlousek"
"766";"67814";"2";"1";"1";"7";"2";"Kraje jako aktéři mezinárodní politiky";"7";"2";"766.pdf";"100056";"1631";"neumanova"
"767";"65380";"2";"1";"1";"11";"6";"Analýza politického procesu v mikroregionu Tolštejn";"11";"6";"767.pdf";"100057";"1692";"bubenicek"
"790";"54947";"2";"2";"1";"11";"6";"Vybrané možnosti modelování působení monetárních opatření na vývojové tendence české ekonomiky";"11";"6";"790.pdf";"100058";"1619";"klucova"
"818";"68208";"2";"2";"1";"11";"6";"Zhodnocení vlivu účinnosti uplatňovaných nástrojů a opatření politiky zaměstnanosti na situaci vybraného trhu práce";"11";"6";"818.pdf";"100059";"1688";"stehlikova"
"879";"68520";"3";"1";"1";"9";"6";"Faktory utváření tržní rovnováhy na světovém trhu vybraných komodit";"9";"6";"410.pdf";"100060";"1344";"gallova"
"881";"68123";"2";"1";"1";"11";"6";"Institucionální problémy v chovu skotu";"11";"6";"726.pdf";"100061";"1614";"stemberova"
"888";"63791";"3";"2";"1";"9";"6";"Analýza a posúdenie rozvoja prihraničných regiónov";"8";"5";"311.pdf";"100062";"1368";"kolvekova"
"897";"64554";"2";"2";"1";"9";"4";"Neuronové sítě a jejich možnosti";"9";"4";"897.pdf";"100063";"1679";"biskup"
"903";"70790";"2";"1";"1";"10";"5";"Controlling pro potřeby využití v rozhodovacím procesu managementu";"7";"2";"642.pdf";"100064";"1730";"kemenyikova"
"909";"53585";"3";"2";"1";"9";"6";"Prognostické modely v oblasti modelování finančních časových řad";"9";"6";"329.pdf";"100065";"1388";"petraskova"
"999";"63557";"2";"1";"1";"7";"2";"Agrárně politické souvislosti evropské integrace";"7";"2";"786.pdf";"100066";"1650";"pokornai"
"1002";"66640";"3";"1";"1";"9";"6";"Strategické řízení značky";"9";"6";"299.pdf";"100067";"1333";"strnadek"
"1004";"51276";"3";"2";"1";"8";"5";"Controlling jako podpora managementu podniku, jeho koordinační a kontrolní úloha";"9";"6";"293.pdf";"100068";"154";"rimovska"
"1008";"62625";"3";"2";"1";"7";"4";"Komunikační audit";"9";"6";"396.pdf";"100069";"1389";"jezek"
"1010";"53130";"3";"2";"1";"9";"6";"Hodnocení jakosti softwarových produktů pro velká zdravotnická zařízení";"9";"6";"365.pdf";"100070";"1380";"kardos"
"710";"52132";"2";"2";"1";"10";"5";"Spořitelní a úvěrní družstva - možný zdroj financování zemědělské výroby v ČR po vstupu do EU";"11";"6";"710.pdf";"100071";"69";"ulrich"
"785";"65196";"2";"1";"1";"10";"5";"Agrární zahraniční obchod ČR se zaměřením na země EU";"11";"6";"785.pdf";"100072";"1592";"smutka"
"801";"65432";"2";"1";"1";"11";"6";"Vývojové tendence a nové přístupy k financování agrární politiky";"11";"6";"801.pdf";"100073";"1659";"trajhan"
"1076";"72770";"1";"1";"1";"13";"6";"Rodové rozdiely a riadenie - interkultúrne porovnanie východoeurópskych krajín";"13";"6";"1076.pdf";"100074";"2615";"kovarova"
"1081";"71882";"1";"1";"1";"13";"6";"Přenositelnost dat mezi IS";"13";"6";"1081.pdf";"100075";"1293";"milos"
"1082";"67016";"1";"1";"1";"13";"6";"Informační systémy a bezpečnost v it";"13";"6";"1082.pdf";"100076";"1284";"egg"
"1086";"68031";"3";"1";"1";"9";"6";"Problematika zpětné vazby v podmínkách e-learningu";"9";"6";"364.pdf";"100077";"1379";"vynikarova"
"1098";"72617";"1";"1";"1";"13";"6";"Restrukturalizace podniků v agrárním sektoru";"13";"6";"1098.pdf";"100078";"2671";"jandejskova"
"743";"56490";"2";"1";"2";"11";"6";"\""Object-Oriented Methods for Developing Information Systems.\""";"11";"6";"743.pdf";"100079";"1741";"shady"
"995";"68038";"3";"1";"1";"9";"6";"Ekonomika vyroby, zpracovani a odbytu chmele v Ceske republice v porovnani s prednimi svetovymi producenty chmele.";"9";"6";"369.pdf";"100080";"1343";"cirova"
"1009";"66761";"2";"1";"1";"11";"6";"Metody řízení softwarových projektů využívající moderní paradigmata.";"11";"6";"757.pdf";"100081";"1609";"pergl"
"1162";"65643";"3";"1";"1";"10";"6";"Vliv rozdílného vývoje transformace v Česku a Německu na venkovský prostor (případová  srovnávací studie)";"10";"6";"307.pdf";"100082";"1366";"sevcikova"
"1166";"67380";"1";"1";"1";"12";"5";"Metoda \""Mystery shopping\"" jako součást systému řízení podniku";"13";"6";"1166.pdf";"100083";"2637";"kalas"
"1168";"72911";"1";"1";"1";"12";"5";"Učící se organizace";"13";"6";"1168.pdf";"100084";"2726";"sebestova"
"1170";"70531";"1";"1";"1";"12";"5";"Efektivní komunikace jako faktor konkurenceschopnosti";"13";"6";"1170.pdf";"100085";"2618";"charvatova"
"1172";"70826";"1";"1";"1";"13";"6";"Analýza rizik jako základ činnosti útvaru vnitřního auditu v organizacích veřejné správy";"13";"6";"1172.pdf";"100086";"2775";"kulovana"
"861";"62929";"2";"1";"1";"10";"5";"Využití analýz akcií v procesu jejich evaluace";"7";"2";"709.pdf";"100087";"1719";"danek"
"863";"65985";"3";"2";"1";"9";"6";"Analýza důsledků integrace agrárního sektoru iberských zemí do společné zemědělské politiky EU";"9";"6";"333.pdf";"100088";"1345";"haltufova"
"1087";"69525";"1";"1";"1";"13";"6";"Exaktní metody odhadu pracnosti softwaru";"13";"6";"1087.pdf";"100089";"2676";"struska"
"1095";"68327";"1";"1";"1";"13";"6";"Světové integrační procesy - vybrané aspekty";"13";"6";"1095.pdf";"100090";"2702";"stupkova"
"1161";"71671";"1";"1";"1";"13";"6";"Sociální a ekonomický rozvoj regionu Jižní Čechy";"13";"6";"1161.pdf";"100091";"2717";"husak"
"1173";"72731";"1";"1";"1";"13";"6";"Zvyšování efektivity podniku cestou uplatňování manažerského účetnictví";"13";"6";"1173.pdf";"100092";"2745";"ernygrova"
"1179";"68300";"1";"1";"1";"13";"6";"Spotřeba a výroba zeleniny - současný stav a perspektivy";"13";"6";"1179.pdf";"100093";"2665";"humpolcova"
"1181";"60252";"1";"1";"1";"13";"6";"";"";"";"";"100094";"1100";"pepe"
"1182";"67557";"1";"1";"1";"13";"6";"Aplikace neuronových sítí v prostředí GIS";"12";"5";"1182.pdf";"100095";"2751";"pansky"
"1199";"53586";"1";"2";"1";"13";"6";"";"";"";"";"100096";"2685";"zebrakova"
"1200";"70827";"1";"1";"1";"11";"4";"Analýza nákladů a přínosů spojených se snížením spotřeby pesticidů.";"13";"6";"1200.pdf";"100097";"2715";"kristkova"
"1202";"65775";"1";"1";"1";"13";"6";"Základní souvislosti formování udržitelného rozvoje v prostředí globalizace.";"13";"6";"1202.pdf";"100098";"2730";"kalabisova"
"1211";"72583";"1";"1";"1";"13";"6";"Vliv makroekonomického prostředí pro rozvoj konkurenceschopnosti podniků v prostředí EU";"13";"6";"1211.pdf";"100099";"2661";"slapalova"
"1225";"63333";"1";"2";"1";"13";"6";"Podminky Akvizice Podniku v Zahranici";"13";"6";"1225.pdf";"100100";"2747";"kasikova"
"1227";"51747";"1";"1";"1";"13";"6";"Teorie optimálních měnových zón a její využití pro hospodářské politiky.";"13";"6";"1227.pdf";"100101";"2793";"brcak"
"725";"63779";"2";"1";"1";"11";"6";"Management chovu koní";"11";"6";"725.pdf";"100102";"1729";"kettnerova"
"783";"69566";"2";"1";"1";"11";"6";"Využití strukturálních fondů EU pro rozvoj odvětví zemědělství a venkovského prostoru";"11";"6";"783.pdf";"100103";"1700";"otmar"
"838";"54688";"2";"2";"1";"11";"6";"Vybrané aspekty multifunkčního zemědělství v souvislosti s rozvojem 2. pilíře Společné zemědělské politiky";"11";"6";"781.pdf";"100104";"189";"brozovai"
"1234";"73473";"1";"1";"1";"12";"5";"Rozdíly v obchodním jednání mezi kulturami";"13";"6";"1234.pdf";"100105";"2688";"franco ruiz"
"1246";"67030";"1";"1";"1";"13";"6";"Objektové metodologie ve znalostních systémech";"13";"6";"1246.pdf";"100106";"1329";"eda"
"1247";"72774";"1";"1";"1";"13";"6";"Podpora rozhodovacích metod v řízení s využitím ICT";"13";"6";"1247.pdf";"100107";"2690";"berankovap"
"1248";"63060";"1";"2";"1";"13";"6";"";"";"";"";"100108";"2647";"rejzl"
"1254";"54109";"1";"2";"1";"12";"5";"Využití procesu kreativity jako  východiska při vyprofilování marketingové strategie.";"13";"6";"1254.pdf";"100109";"2815";"potuzakova"
"1257";"69245";"1";"1";"1";"13";"6";"";"";"";"";"100110";"2706";"nemecj"
"1265";"69192";"1";"1";"1";"13";"6";"Enterprise project management";"13";"6";"1265.pdf";"100111";"2683";"hoffmann"
"1269";"69055";"1";"1";"1";"13";"6";"Využití různých typů modelů pro tvorbu znalostních skladů.";"13";"6";"1269.pdf";"100112";"2703";"mikulecky"
"1270";"65522";"1";"1";"1";"13";"6";"Exactization of the soft methodologies in the project management";"13";"6";"1270.pdf";"100113";"1330";"aja"
"1271";"52973";"3";"2";"1";"8";"5";"Vliv dotačních a doplňkových finančních zdrojů na ekonomickou rovnováhu v zemědělství";"9";"6";"325.pdf";"100114";"1362";"walterova"
"1277";"66378";"3";"1";"1";"8";"5";"Oceňování biologických aktiv a zemědělské produkce v rámci vstupu ČR do EU.";"9";"6";"324.pdf";"100115";"1358";"lukesova"
"1291";"81364";"1";"2";"1";"13";"6";"Experiential learning for managers";"13";"6";"1291.pdf";"100116";"1412";"selby"
"1292";"68273";"1";"2";"1";"13";"6";"Finanční náročnost cross-compliance v České republice";"13";"6";"1099.pdf";"100117";"2638";"chobotova"
"1295";"72999";"1";"2";"1";"7";"2";"";"";"";"";"100118";"2686";"reidlova"
"788";"70382";"2";"1";"1";"9";"4";"Ekonomicko-ekologická efektivnost výroby a zpracování vybraných komodit";"11";"6";"788.pdf";"100119";"1605";"sobrova"
"791";"64668";"2";"2";"1";"11";"6";"Strukturální změny agrárního zahraničního obchodu ČR a jeho vývojové tendence po vstupu do EU.";"11";"6";"791.pdf";"100120";"361";"huckoj"
"800";"52539";"2";"2";"1";"13";"6";"";"";"";"";"100121";"95";"kuna"
"826";"64564";"2";"2";"1";"11";"6";"";"";"";"";"100122";"1644";"hanzl"
"834";"67992";"2";"2";"1";"9";"4";"Hodnocení jakosti a konkurenceschopnosti pivovarských surovin na trzích České republiky a Evropské unie";"11";"6";"834.pdf";"100123";"1694";"koptova"
"836";"64549";"2";"1";"1";"11";"6";"Analýza regionálního rozvoje v souvislosti s podporami ze strukturálních fondů EU";"11";"6";"782.pdf";"100124";"1612";"dejl"
"894";"56786";"3";"1";"1";"7";"4";"Sociální a kulturní kapitál lokálních aktérů v rozvoji venkova";"9";"";"291.pdf";"100125";"1099";"kocmankova"
"954";"67079";"1";"2";"1";"12";"5";"";"";"";"";"100127";"2753";"zdenek"
"1000";"57613";"3";"2";"1";"7";"4";"Uplatnění sociálních a kulturních potenciálů v regionálním rozvoji.";"9";"";"306.pdf";"100128";"1369";"marek"
"1003";"58561";"3";"2";"1";"8";"5";"Řízení podniku v krizové hospodářské situaci.";"9";"6";"390.pdf";"100129";"258";"moulis"
"1078";"52689";"1";"2";"1";"13";"6";"E-learning";"13";"6";"1078.pdf";"100130";"149";"rysova"
"1079";"69470";"1";"1";"1";"13";"6";"Bezdrátové technologie a rozvoj venkova";"13";"6";"1079.pdf";"100131";"2736";"krotky"
"1080";"69011";"1";"1";"1";"13";"6";"Webdesign a multimédia";"13";"6";"1080.pdf";"100132";"1537";"skutik"
"1083";"66795";"1";"2";"1";"13";"6";"Informační systémy v mezinárodní korporaci";"12";"5";"1083.pdf";"100133";"2601";"novotny"
"1084";"57778";"3";"2";"1";"9";"6";"Modelování znalostí v inteligentních systémech";"9";"6";"314.pdf";"100134";"1176";"buchtela"
"1097";"67845";"1";"1";"1";"12";"5";"Využití finačních prostředků ze strukturálních fondů EU na sociálně-ekonomický potenciál vybraného regionu";"13";"6";"1097.pdf";"100135";"2760";"antouskova"
"1163";"63155";"2";"1";"1";"7";"2";"Politické aspekty reformy státní správy v podmínkách žateckého regionu";"7";"2";"768.pdf";"100136";"1683";"kopriva"
"1169";"73066";"1";"1";"1";"12";"5";"Standardizace a normalizace v personálním řízení";"13";"6";"1169.pdf";"100137";"2673";"matouskoval"
"1263";"66179";"1";"2";"1";"13";"6";"Hybridní business administrativně rozhodavací systémy modelů";"13";"6";"1263.pdf";"100138";"2711";"vachovav"
"1281";"53107";"1";"2";"1";"12";"5";"Metodologie řešení okružního dopravního problému";"12";"5";"1281.pdf";"100139";"216";"kucera"
"1314";"58020";"3";"1";"1";"9";"6";"";"";"";"";"100140";"997";"rimsova"
"1315";"68243";"2";"2";"1";"10";"5";"Vývojové tendence a nové přístupy k financování agrární politiky v EU a ČR 
";"11";"6";"1315.pdf";"100141";"1662";"pickova"
"1318";"69571";"2";"1";"1";"11";"6";"Moderní formy komunikace v řídící práci";"11";"6";"733.pdf";"100142";"1636";"prindis"
"1330";"66655";"1";"2";"1";"13";"6";"Analýza vývojových tendencí trhu práce v Jihočeském kraji";"13";"6";"1279.pdf";"100143";"2648";"rehor"
"1249";"71571";"1";"2";"1";"13";"6";"Řízení obchodních procesů";"13";"6";"1249.pdf";"100144";"2692";"sebek"
"1250";"68953";"1";"2";"1";"12";"5";"Koncept role Public Relations pro malé a střední podniky v odvětví stavebnictví.";"13";"6";"1250.pdf";"100145";"2816";"kolacna"
"1251";"67146";"1";"2";"1";"13";"6";"";"";"";"";"100146";"2627";"karasek"
"1253";"70774";"1";"1";"1";"11";"4";"";"";"";"";"100147";"2603";"balazsova"
"1283";"59921";"1";"2";"1";"13";"6";"";"";"";"";"100148";"1279";"patka"
"1323";"70350";"2";"1";"1";"9";"4";"";"";"";"";"100149";"1620";"melichova"
"1324";"68252";"3";"2";"1";"9";"6";"Manažerské kompetence";"10";"6";"392.pdf";"100150";"1341";"stoklasova"
"1326";"66935";"3";"1";"1";"9";"6";"";"";"";"";"100151";"1346";"kolarm"
"1327";"60195";"1";"2";"1";"12";"5";"";"";"";"";"100152";"2663";"hanak"
"1328";"67891";"2";"2";"2";"11";"6";"";"";"";"";"100153";"1822";"savelkova"
"1252";"67772";"1";"1";"1";"13";"6";"Problematika načasování marketingových programů";"13";"6";"1252.pdf";"100154";"2582";"skrivanekp"
"1273";"65282";"2";"1";"1";"10";"5";"Využití marketingové a sociální komunikace pro zlepšení chování malých a středních podniků";"10";"5";"732.pdf";"100155";"1713";"hruska"
"1299";"68346";"1";"1";"1";"12";"5";"Sociálně ekonomická pozice rodin v rurálních oblastech";"12";"5";"1160.pdf";"100156";"2723";"kleckova"
"1171";"69242";"1";"1";"1";"13";"6";"Jakost potravin živočišného původu a jejich konkurenceschopnost na trzích EU";"13";"6";"1171.pdf";"100157";"2598";"doubek"
"1184";"63092";"3";"1";"1";"9";"6";"Metody transformace relačních databázových systémů (modelů) na objektové";"9";"6";"414.pdf";"100158";"1377";"holub"
"1195";"59633";"3";"2";"1";"13";"6";"Fungování zemědělského trhu České republiky po vstupu do Evropské unie";"13";"6";"1195.pdf";"100159";"1356";"malatakova"
"1197";"53061";"2";"2";"1";"11";"6";"Posouzení ekonomické efektivnosti zemědělské výroby v regionu Šumava";"11";"6";"622.pdf";"100160";"1647";"mikova"
"1204";"55335";"1";"2";"1";"12";"5";"";"";"";"";"100161";"2737";"karova"
"1336";"65238";"1";"1";"1";"12";"5";"Konkurenceschopnost na globálních trzích (morální aspekty podnikání v legislativě)";"13";"";"1336.pdf";"100162";"2705";"patera"
"1337";"72982";"1";"2";"1";"13";"6";"";"";"";"";"100163";"2678";"kozena"
"1342";"58831";"2";"1";"1";"12";"6";"Informační systémy veřejné správy";"12";"6";"745.pdf";"100164";"1635";"cicha"
"1343";"61962";"2";"1";"1";"12";"6";"Kvantifikace interkulturálních faktorů řízení";"12";"6";"731.pdf";"100165";"1638";"martinek"
"1344";"61047";"2";"2";"1";"11";"5";"Možnosti a problémy využití dotací a financování ze Strukturálních fondů Evropské Unie v rámci České Republiky";"11";"";"811.pdf";"100166";"1696";"hykova"
"1175";"52949";"1";"2";"1";"13";"6";"";"";"";"";"100167";"2660";"bretova"
"1180";"71140";"1";"1";"1";"13";"6";"Součásný  stav  a  perspektivy  sítě  zemědělských  podniků  v  zemědělství  ČR";"13";"6";"1180.pdf";"100168";"2724";"kolarova"
"1196";"68151";"1";"2";"1";"13";"6";"Ekonomika podniků v rámci evropských struktur";"13";"6";"1196.pdf";"100169";"2653";"konvalinova"
"1198";"63425";"3";"1";"1";"9";"6";"Efektivnost dotační politiky v agrárním sektoru";"9";"6";"412.pdf";"100170";"1347";"kostelnikova"
"1201";"61856";"1";"2";"1";"13";"6";"";"";"";"";"100171";"2741";"hrdlickova"
"1221";"73097";"1";"2";"1";"12";"5";"Využití Strukturálních fondů Evropské unie pro podporu multifunkčního zemědělství jako faktoru rozvoje venkova";"13";"6";"1221.pdf";"100172";"2643";"zbiralova"
"1226";"66543";"1";"1";"1";"12";"5";"";"";"";"";"100173";"2675";"krcilkova"
"1235";"57329";"1";"2";"1";"12";"5";"Analýza procesu implementace reformované společné zemědělské politiky EU";"13";"6";"1235.pdf";"100174";"2771";"sir"
"1335";"67320";"2";"1";"1";"11";"6";"Regionální spolupráce obcí na Rakovnicku";"10";"5";"765.pdf";"100175";"1668";"hajny"
